qa_row_id,group,lesson,screen_id,screen_archetype,french,english_presented,english_kind,scene_context,source_text,communicative_purpose,usage_role,expected_action,item_chunk_ids,sentence_id,payload_id,protected_chunk_boundaries,accepted_alternatives,french_qa_state,duplicate_reuse_locations,founder_verdict,human_qa_verdict,reviewer_correction,register_note,natural_spoken_french_note,reviewer_rationale,reviewer_name,review_date
QA-L03-094,F,L3,s01-insight-ne-pas-sandwich,insight-card,C'est ici.,It is here.,gloss,"Insight card: Two pieces, one on each side.",,"Illustrative example inside ""Two pieces, one on each side.""",recognition,read,chunk-c-est word-ici,,,,,(none on item),"also: L8/s08-meet-c-est-ici, L8/s09-fill-which-side, L8/s05-weave-answer-here",,,,,,,,
QA-L03-095,F,L3,s01-insight-ne-pas-sandwich,insight-card,Ce n'est pas ici.,It is not here.,gloss,"Insight card: Two pieces, one on each side.",,"Illustrative example inside ""Two pieces, one on each side.""",recognition,read,chunk-ce-n-est-pas word-ici,,,,,(none on item),"also: L3/s03-meet-ce-n-est-pas-ici, L3/s07-weave-ce-n-est-pas-ici",,,,,,,,
QA-L03-096,F,L3,s01-insight-ne-pas-sandwich,insight-card,je ne suis pas,I am not,gloss,"Insight card: Two pieces, one on each side.","To make a sentence negative, French wraps the action. ne goes in front, pas goes after, and the verb sits between them. Je suis becomes je ne suis pas. Two pieces, one on each side.",French named inside explanatory copy,recognition,read,chunk-je-ne-suis-pas,,,,,(none on item),"also: L3/s00-meet-je-ne-suis-pas-ici, L3/s02-fill-verb-in-sandwich, L3/s06-weave-je-ne-suis-pas-ici, L3/s08-weave-non-je-ne-suis-pas-ici, L3/s09-sayit-not-here, L3/s10-recap-negation",,,,,,,,
QA-L03-097,F,L3,s01-insight-ne-pas-sandwich,insight-card,Je ne suis pas ici.,I am not here.,gloss,"Insight card: Two pieces, one on each side.",,"Illustrative example inside ""Two pieces, one on each side.""",recognition,read,chunk-je-ne-suis-pas word-ici,,,,,(none on item),"also: L3/s00-meet-je-ne-suis-pas-ici, L3/s02-fill-verb-in-sandwich, L3/s06-weave-je-ne-suis-pas-ici, L3/s09-sayit-not-here, L6/s02-fill-right-place",,,,,,,,
QA-L03-098,F,L3,s01-insight-ne-pas-sandwich,insight-card,je suis,I am,gloss,"Insight card: Two pieces, one on each side.","To make a sentence negative, French wraps the action. ne goes in front, pas goes after, and the verb sits between them. Je suis becomes je ne suis pas. Two pieces, one on each side.",French named inside explanatory copy,recognition,read,chunk-je-suis,,,,,(none on item),"also: L1/s03-fill-polite-verb, L2/s00-goal-etre, L2/s00-meet-je-suis-ici, L2/s01-insight-je-suis-engine, L2/s02-meet-bonjour-je-suis-ici, L2/s03-fill-je-suis-blank, L2/s04-weave-je-suis-ici, L2/s05-weave-call-and-respond, L2/s07-sayit-arrive-locate, L2/s08-recap-first-engine, L3/s10-recap-negation, L4/s00-goal-jai, L4/s01-insight-have-for-feelings, L4/s02-fill-have-not-be, L4/s02-fill-have-not-be, L6/s00-goal-petit-moment, L6/s03-weave-bonjour-je-suis-ici, L6/s07-sayit-step-in, L6/s10-recap-a-small-moment, L7/s02-insight-je-vais-frozen, L7/s03-fill-je-vais-blank, L10/s03-fill-engine-chooser, L10/s01-insight-three-engines",,,,,,,,
QA-L03-099,F,L3,s01-insight-ne-pas-sandwich,insight-card,Je suis ici.,I am here.,gloss,"Insight card: Two pieces, one on each side.",,"Illustrative example inside ""Two pieces, one on each side.""",recognition,read,chunk-je-suis-ici,,,,,(none on item),"also: L2/s00-meet-je-suis-ici, L2/s01-insight-je-suis-engine, L2/s03-fill-je-suis-blank, L2/s04-weave-je-suis-ici, L2/s04-weave-je-suis-ici, L2/s06-insight-shape-noticed, L2/s06-insight-shape-noticed, L2/s05-weave-call-and-respond, L2/s05-weave-call-and-respond, L2/s07-sayit-arrive-locate, L2/s07-sayit-arrive-locate, L4/s01-insight-have-for-feelings, L4/s03b-fill-where-feel-have, L4/s03b-fill-where-feel-have, L6/s02-fill-right-place, L6/s02-fill-right-place, L6/s03-weave-bonjour-je-suis-ici, L10/s01-insight-three-engines",,,,,,,,
QA-L03-100,B,L3,s02-fill-verb-in-sandwich,fill-with-traps,Je ne suis pas ici.,(no English gloss presented),none,You want to say you are not there. Which word sits between the two pieces?,,Natural full sentence shown after the choice,model-only,read,chunk-je-ne-suis-pas word-ici,,,,,(none on item),"also: L3/s00-meet-je-ne-suis-pas-ici, L3/s01-insight-ne-pas-sandwich, L3/s06-weave-je-ne-suis-pas-ici, L3/s09-sayit-not-here, L6/s02-fill-right-place",,,,,,,,
QA-L03-101,C,L3,s02-fill-verb-in-sandwich,fill-with-traps,bonjour,Hello,gloss,You want to say you are not there. Which word sits between the two pieces?,,Distractor — shown reason: Bonjour is a greeting. It cannot sit between ne and pas.,recognition,choose,chunk-bonjour,,,,,(none on item),"also: L1/s04-weave-cafe-order, L1/s01-insight-survival-kit, L1/s06-weave-cafe-order-please, L1/s08-sayit-cafe-order, L1/s09-recap-survival-kit, L2/s02-meet-bonjour-je-suis-ici, L2/s03-fill-je-suis-blank, L2/s03-fill-je-suis-blank, L2/s07-sayit-arrive-locate, L2/s08-recap-first-engine, L4/s06-weave-bonjour-j-ai-une-question, L4/s07-sayit-how-you-feel, L4/s08-recap-jai, L6/s00-goal-petit-moment, L6/s01-meet-bonjour-at-the-door, L6/s01-meet-bonjour-at-the-door, L6/s03-weave-bonjour-je-suis-ici, L6/s00-insight-bonjour-to-au-revoir, L6/s00-insight-bonjour-to-au-revoir, L6/s07-sayit-step-in, L6/s10-recap-a-small-moment, L8/s06-sayit-find-the-room, L8/s06-sayit-find-the-room, L8/s07-recap-ou, L10/s09-meet-morning-arrival, L10/s02-weave-arrive-ask-where, L10/s02-weave-arrive-ask-where, L10/s05-weave-close-the-day, L10/s08-recap-full-day",,,,,,,,
QA-L03-102,C,L3,s02-fill-verb-in-sandwich,fill-with-traps,Je ne ___ pas ici.,(no English gloss presented),none,You want to say you are not there. Which word sits between the two pieces?,,The French frame the blank sits in,recognition,read,chunk-je-ne-suis-pas,,,,,(none on item),unique to this screen,,,,,,,,
QA-L03-103,C,L3,s02-fill-verb-in-sandwich,fill-with-traps,suis,(no English gloss presented),none,You want to say you are not there. Which word sits between the two pieces?,,The option that completes the frame,recognition,choose,chunk-je-ne-suis-pas,,,,,(none on item),"also: L1/s03-fill-polite-verb, L2/s03-fill-je-suis-blank, L7/s03-fill-je-vais-blank, L9/s03-fill-faire-blank, L10/s03-fill-engine-chooser",,,,,,,,
QA-L03-104,C,L3,s02-fill-verb-in-sandwich,fill-with-traps,voudrais,(no English gloss presented),none,You want to say you are not there. Which word sits between the two pieces?,,"Distractor — shown reason: Je voudrais asks for something. Here you are saying where you are not, so the verb is suis.",recognition,choose,chunk-je-ne-suis-pas,,,,,(none on item),"also: L1/s03-fill-polite-verb, L2/s03-fill-je-suis-blank, L7/s03-fill-je-vais-blank, L10/s03-fill-engine-chooser",,,,,,,,
QA-L03-105,F,L3,s02-fill-verb-in-sandwich,fill-with-traps,Bonjour,Hello,gloss,You want to say you are not there. Which word sits between the two pieces?,Bonjour is a greeting. It cannot sit between ne and pas.,French named inside feedback copy,recognition,read,chunk-bonjour,,,,,(none on item),"also: L1/s04-weave-cafe-order, L1/s01-insight-survival-kit, L1/s06-weave-cafe-order-please, L1/s08-sayit-cafe-order, L1/s09-recap-survival-kit, L2/s02-meet-bonjour-je-suis-ici, L2/s03-fill-je-suis-blank, L2/s03-fill-je-suis-blank, L2/s07-sayit-arrive-locate, L2/s08-recap-first-engine, L4/s06-weave-bonjour-j-ai-une-question, L4/s07-sayit-how-you-feel, L4/s08-recap-jai, L6/s00-goal-petit-moment, L6/s01-meet-bonjour-at-the-door, L6/s01-meet-bonjour-at-the-door, L6/s03-weave-bonjour-je-suis-ici, L6/s00-insight-bonjour-to-au-revoir, L6/s00-insight-bonjour-to-au-revoir, L6/s07-sayit-step-in, L6/s10-recap-a-small-moment, L8/s06-sayit-find-the-room, L8/s06-sayit-find-the-room, L8/s07-recap-ou, L10/s09-meet-morning-arrival, L10/s02-weave-arrive-ask-where, L10/s02-weave-arrive-ask-where, L10/s05-weave-close-the-day, L10/s08-recap-full-day",,,,,,,,
QA-L03-106,F,L3,s02-fill-verb-in-sandwich,fill-with-traps,je ne suis pas,I am not,gloss,You want to say you are not there. Which word sits between the two pieces?,The verb goes between the two pieces: je ne suis pas.,French named inside feedback copy,recognition,read,chunk-je-ne-suis-pas,,,,,(none on item),"also: L3/s00-meet-je-ne-suis-pas-ici, L3/s01-insight-ne-pas-sandwich, L3/s06-weave-je-ne-suis-pas-ici, L3/s08-weave-non-je-ne-suis-pas-ici, L3/s09-sayit-not-here, L3/s10-recap-negation",,,,,,,,
QA-L03-107,F,L3,s02-fill-verb-in-sandwich,fill-with-traps,je voudrais,I would like,gloss,You want to say you are not there. Which word sits between the two pieces?,"Je voudrais asks for something. Here you are saying where you are not, so the verb is suis.",French named inside feedback copy,recognition,read,chunk-je-voudrais,,,,,(none on item),"also: L1/s03-fill-polite-verb, L1/s04-weave-cafe-order, L1/s06-weave-cafe-order-please, L1/s11-weave-the-order, L1/s08-sayit-cafe-order, L1/s09-recap-survival-kit, L2/s03-fill-je-suis-blank, L4/s02-fill-have-not-be, L4/s02-fill-have-not-be, L5/s05-weave-je-voudrais-un-cafe, L5/s07-sayit-ask-for-a-coffee, L5/s08-recap-packages, L7/s03-fill-je-vais-blank, L9/s00-goal-pause, L9/s01-meet-faire-une-pause, L9/s03-fill-faire-blank, L9/s02-insight-voudrais-carries-actions, L9/s04-weave-ask-for-a-break, L9/s05-weave-break-politely, L9/s10-insight-what-you-can-ask, L9/s06-sayit-long-afternoon, L9/s07-recap-pause, L10/s03-fill-engine-chooser, L10/s01-insight-three-engines, L10/s04-weave-midday-break, L10/s08-recap-full-day",,,,,,,,
QA-L03-108,F,L3,s04-insight-oui-non,insight-card,non,no,gloss,Insight card: Oui and non.,Oui and non.,French named inside explanatory copy,recognition,read,chunk-non,,,,,(none on item),"also: L3/s05-fill-refuse-politely, L3/s08-weave-non-je-ne-suis-pas-ici, L3/s08-weave-non-je-ne-suis-pas-ici, L3/s09-sayit-not-here, L3/s09-sayit-not-here, L3/s10-recap-negation, L6/s04-fill-decline-offer",,,,,,,,
QA-L03-109,F,L3,s04-insight-oui-non,insight-card,non merci,no thank you,gloss,Insight card: Oui and non.,Oui opens the door: yes. Non closes it: no. They are the fastest answers in French. Non also begins a polite refusal: non merci.,French named inside explanatory copy,recognition,read,chunk-non-merci,,,,,(none on item),"also: L3/s00-goal-non, L3/s05-fill-refuse-politely, L3/s05-fill-refuse-politely, L3/s05-fill-refuse-politely, L3/s10-recap-negation, L6/s04-fill-decline-offer, L6/s04-fill-decline-offer",,,,,,,,
QA-L03-110,F,L3,s04-insight-oui-non,insight-card,"Non, merci.","No, thank you.",gloss,Insight card: Oui and non.,,"Illustrative example inside ""Oui and non.""",recognition,read,chunk-merci chunk-non,,,,,(none on item),"also: L3/s00-goal-non, L3/s05-fill-refuse-politely, L3/s05-fill-refuse-politely, L3/s05-fill-refuse-politely, L3/s10-recap-negation, L6/s04-fill-decline-offer, L6/s04-fill-decline-offer",,,,,,,,
QA-L03-111,F,L3,s04-insight-oui-non,insight-card,oui,yes,gloss,Insight card: Oui and non.,Oui and non. ⏐ Oui opens the door: yes. Non closes it: no. They are the fastest answers in French. Non also begins a polite refusal: non merci.,French named inside explanatory copy,recognition,read,chunk-oui,,,,,(none on item),"fields: payload.title (inline) ; payload.body (inline) || also: L3/s05-fill-refuse-politely, L8/s03-fill-c-est-blank, L8/s09-fill-which-side",,,,,,,,
QA-L03-112,F,L3,s04-insight-oui-non,insight-card,Oui.,Yes.,gloss,Insight card: Oui and non.,,"Illustrative example inside ""Oui and non.""",recognition,read,chunk-oui,,,,,(none on item),"also: L3/s05-fill-refuse-politely, L8/s03-fill-c-est-blank, L8/s09-fill-which-side",,,,,,,,
QA-L03-113,B,L3,s05-fill-refuse-politely,fill-with-traps,Non merci.,(no English gloss presented),none,Someone offers you something you don't want. Refuse politely.,,Natural full sentence shown after the choice,model-only,read,chunk-non-merci,,,,,(none on item),"also: L3/s00-goal-non, L3/s04-insight-oui-non, L3/s04-insight-oui-non, L3/s10-recap-negation, L6/s04-fill-decline-offer, L6/s04-fill-decline-offer",,,,,,,,
QA-L03-114,C,L3,s05-fill-refuse-politely,fill-with-traps,Merci,thank you,gloss,Someone offers you something you don't want. Refuse politely.,,Distractor — shown reason: Merci alone can sound like yes please. Non merci makes the refusal clear.,recognition,choose,chunk-merci,sent:l01-merci,,,,founder_waived_provisional,"also: L1/s00-goal-survival-kit, L1/s01-insight-survival-kit, L1/s07-meet-merci, L1/s07-meet-merci, L1/s10-weave-merci-thanks, L1/s10-weave-merci-thanks, L1/s10-weave-merci-thanks, L1/s08-sayit-cafe-order, L1/s09-recap-survival-kit, L6/s00-goal-petit-moment, L6/s04-fill-decline-offer, L6/s04-fill-decline-offer, L6/s08-weave-close-open, L6/s10-recap-a-small-moment, L7/s06-sayit-take-your-leave, L7/s07-recap-heading-home, L9/s08-fill-softener, L10/s07-sayit-take-your-leave",,,,,,,,
QA-L03-115,C,L3,s05-fill-refuse-politely,fill-with-traps,Non merci,no thank you,gloss,Someone offers you something you don't want. Refuse politely.,,The option that completes the frame,recognition,choose,chunk-non-merci,,,,,(none on item),"also: L3/s00-goal-non, L3/s04-insight-oui-non, L3/s04-insight-oui-non, L3/s10-recap-negation, L6/s04-fill-decline-offer, L6/s04-fill-decline-offer",,,,,,,,
QA-L03-116,C,L3,s05-fill-refuse-politely,fill-with-traps,Oui merci,(no English gloss presented),none,Someone offers you something you don't want. Refuse politely.,,"Distractor — shown reason: Oui accepts the offer. To refuse, start with non.",recognition,choose,chunk-non-merci chunk-non,,,,,(none on item),unique to this screen,,,,,,,,
QA-L03-117,F,L3,s05-fill-refuse-politely,fill-with-traps,non,no,gloss,Someone offers you something you don't want. Refuse politely.,"Oui accepts the offer. To refuse, start with non.",French named inside feedback copy,recognition,read,chunk-non,,,,,(none on item),"also: L3/s04-insight-oui-non, L3/s08-weave-non-je-ne-suis-pas-ici, L3/s08-weave-non-je-ne-suis-pas-ici, L3/s09-sayit-not-here, L3/s09-sayit-not-here, L3/s10-recap-negation, L6/s04-fill-decline-offer",,,,,,,,
QA-L03-118,F,L3,s05-fill-refuse-politely,fill-with-traps,non merci,no thank you,gloss,Someone offers you something you don't want. Refuse politely.,"Non merci is a soft, complete refusal. It says no without sounding sharp. ⏐ Merci alone can sound like yes please. Non merci makes the refusal clear.",French named inside feedback copy,recognition,read,chunk-non-merci,,,,,(none on item),"fields: payload.reveal.explanation (inline) ; payload.options[opt-merci].trapReason (inline) || also: L3/s00-goal-non, L3/s04-insight-oui-non, L3/s04-insight-oui-non, L3/s10-recap-negation, L6/s04-fill-decline-offer, L6/s04-fill-decline-offer",,,,,,,,
QA-L03-119,F,L3,s05-fill-refuse-politely,fill-with-traps,oui,yes,gloss,Someone offers you something you don't want. Refuse politely.,"Oui accepts the offer. To refuse, start with non.",French named inside feedback copy,recognition,read,chunk-oui,,,,,(none on item),"also: L3/s04-insight-oui-non, L3/s04-insight-oui-non, L8/s03-fill-c-est-blank, L8/s09-fill-which-side",,,,,,,,
QA-L03-120,A,L3,s06-weave-je-ne-suis-pas-ici,weave,Je ne suis pas ici.,I am not here.,instruction,Someone is looking for you in the wrong room. Tell them you are not there.,,Typed production — mid weave,active-new,type,chunk-je-ne-suis-pas chunk-je-suis,,,,,(none on item),"also: L3/s00-meet-je-ne-suis-pas-ici, L3/s01-insight-ne-pas-sandwich, L3/s02-fill-verb-in-sandwich, L3/s09-sayit-not-here, L6/s02-fill-right-place",,,,,,,,
QA-L03-121,C,L3,s06-weave-je-ne-suis-pas-ici,weave,ici,here,gloss,Someone is looking for you in the wrong room. Tell them you are not there.,,"Support piece shown as ""place word"" (required)",recognition,read,word-ici,,,"piece boundary ""ici"" ↔ registry ""ici""",,(none on item),"also: L2/s00-goal-etre, L2/s00-meet-je-suis-ici, L2/s02-meet-bonjour-je-suis-ici, L2/s03-fill-je-suis-blank, L2/s04-weave-je-suis-ici, L2/s05-weave-call-and-respond, L2/s07-sayit-arrive-locate, L2/s08-recap-first-engine, L3/s07-weave-ce-n-est-pas-ici, L3/s08-weave-non-je-ne-suis-pas-ici, L3/s09-sayit-not-here, L4/s00-goal-jai, L6/s00-goal-petit-moment, L6/s03-weave-bonjour-je-suis-ici, L6/s07-sayit-step-in, L6/s10-recap-a-small-moment, L8/s00-goal-ou, L8/s03-fill-c-est-blank, L8/s08-meet-c-est-ici, L8/s09-fill-which-side, L8/s05-weave-answer-here, L8/s10-reveal-both-sides, L8/s07-recap-ou",,,,,,,,
QA-L03-122,C,L3,s06-weave-je-ne-suis-pas-ici,weave,je ne suis pas,I am not,gloss,Someone is looking for you in the wrong room. Tell them you are not there.,,"Support piece shown as ""negative frame"" (required)",recognition,read,chunk-je-ne-suis-pas,,,"piece boundary ""je ne suis pas"" ↔ registry ""je ne suis pas""",,(none on item),"also: L3/s00-meet-je-ne-suis-pas-ici, L3/s01-insight-ne-pas-sandwich, L3/s02-fill-verb-in-sandwich, L3/s08-weave-non-je-ne-suis-pas-ici, L3/s09-sayit-not-here, L3/s10-recap-negation",,,,,,,,
QA-L03-123,C,L3,s03-meet-ce-n-est-pas-ici,meet-card,ce n'est pas,it is not / that is not,gloss,The same two pieces work on c'est.,,Highlighted chunk boundary inside the meet sentence,recognition,read,chunk-ce-n-est-pas,,,"highlight span of ""Ce n'est pas ici.""",,(none on item),"also: L3/s07-weave-ce-n-est-pas-ici, L3/s10-recap-negation",,,,,,,,
QA-L03-124,C,L3,s03-meet-ce-n-est-pas-ici,meet-card,Ce n'est pas ici.,It is not here.,gloss,The same two pieces work on c'est.,,First contact / re-contact: The same two pieces work on c'est.,active-new,listen,chunk-ce-n-est-pas chunk-c-est,,,ce n'est pas → chunk-ce-n-est-pas,,(none on item),"also: L3/s01-insight-ne-pas-sandwich, L3/s07-weave-ce-n-est-pas-ici",,,,,,,,
QA-L03-125,A,L3,s07-weave-ce-n-est-pas-ici,weave,Ce n'est pas ici.,It is not here.,instruction,Someone points to the wrong place. Tell them it is not the spot.,,Typed production — mid weave,active-new,type,chunk-ce-n-est-pas chunk-c-est,,,,Ce n est pas ici. | Ce n est pas ici,(none on item),"also: L3/s01-insight-ne-pas-sandwich, L3/s03-meet-ce-n-est-pas-ici",,,,,,,,
QA-L03-126,E,L3,s07-weave-ce-n-est-pas-ici,weave,Ce n est pas ici,It is not here.,instruction,Someone points to the wrong place. Tell them it is not the spot.,,"Accepted instead of ""Ce n'est pas ici.""",accepted-alternative,type,chunk-ce-n-est-pas chunk-c-est,,,,,(none on item),unique to this screen,,,,,,,,
QA-L03-127,E,L3,s07-weave-ce-n-est-pas-ici,weave,Ce n est pas ici.,It is not here.,instruction,Someone points to the wrong place. Tell them it is not the spot.,,"Accepted instead of ""Ce n'est pas ici.""",accepted-alternative,type,chunk-ce-n-est-pas chunk-c-est,,,,,(none on item),unique to this screen,,,,,,,,
QA-L03-128,C,L3,s07-weave-ce-n-est-pas-ici,weave,ce n'est pas,it is not / that is not,gloss,Someone points to the wrong place. Tell them it is not the spot.,"Same two pieces, new sentence: ce n'est pas. ⏐ Your meaning lands. The negative wraps c'est the same way: ce n'est pas. ⏐ Use the whole piece: ce n'est pas.","Support piece shown as ""negative frame"" (required)",recognition,read,chunk-ce-n-est-pas,,,"piece boundary ""ce n'est pas"" ↔ registry ""ce n'est pas""",,(none on item),"fields: payload.suggestedPieces[].text (hint rung 1) ; payload.reveal.ifCorrect (inline) ; payload.reveal.ifUnderstandableButWrong (inline) ; payload.reveal.ifMissingTargetPiece (inline) || also: L3/s03-meet-ce-n-est-pas-ici, L3/s10-recap-negation",,,,,,,,
QA-L03-129,C,L3,s07-weave-ce-n-est-pas-ici,weave,ici,here,gloss,Someone points to the wrong place. Tell them it is not the spot.,,"Support piece shown as ""place word"" (required)",recognition,read,word-ici,,,"piece boundary ""ici"" ↔ registry ""ici""",,(none on item),"also: L2/s00-goal-etre, L2/s00-meet-je-suis-ici, L2/s02-meet-bonjour-je-suis-ici, L2/s03-fill-je-suis-blank, L2/s04-weave-je-suis-ici, L2/s05-weave-call-and-respond, L2/s07-sayit-arrive-locate, L2/s08-recap-first-engine, L3/s06-weave-je-ne-suis-pas-ici, L3/s08-weave-non-je-ne-suis-pas-ici, L3/s09-sayit-not-here, L4/s00-goal-jai, L6/s00-goal-petit-moment, L6/s03-weave-bonjour-je-suis-ici, L6/s07-sayit-step-in, L6/s10-recap-a-small-moment, L8/s00-goal-ou, L8/s03-fill-c-est-blank, L8/s08-meet-c-est-ici, L8/s09-fill-which-side, L8/s05-weave-answer-here, L8/s10-reveal-both-sides, L8/s07-recap-ou",,,,,,,,
QA-L03-130,F,L3,s07-weave-ce-n-est-pas-ici,weave,c'est,it is / that is,gloss,Someone points to the wrong place. Tell them it is not the spot.,Your meaning lands. The negative wraps c'est the same way: ce n'est pas.,French named inside feedback copy,recognition,read,chunk-c-est,,,,,(none on item),"also: L3/s10-recap-negation, L8/s01-meet-c-est-ou, L8/s03-fill-c-est-blank, L8/s04-weave-ask-where, L8/s08-meet-c-est-ici, L8/s05-weave-answer-here, L8/s06-sayit-find-the-room, L8/s07-recap-ou, L10/s00-goal-integration, L10/s09-meet-morning-arrival, L10/s02-weave-arrive-ask-where, L10/s08-recap-full-day",,,,,,,,
QA-L03-131,A,L3,s08-weave-non-je-ne-suis-pas-ici,weave,"Non, je ne suis pas ici.","No, I am not here.",instruction,"Answer first, then say where you are not.",,Typed production — mid weave,active-new,type,chunk-non chunk-je-ne-suis-pas,,,,,(none on item),also: L3/s09-sayit-not-here,,,,,,,,
QA-L03-132,C,L3,s08-weave-non-je-ne-suis-pas-ici,weave,ici,here,gloss,"Answer first, then say where you are not.","Your meaning lands. The answer comes first, then the sentence: Non, je ne suis pas ici. ⏐ Start with Non, then je ne suis pas ici.","Support piece shown as ""place word"" (required)",recognition,read,word-ici,,,"piece boundary ""ici"" ↔ registry ""ici""",,(none on item),"fields: payload.suggestedPieces[].text (hint rung 1) ; payload.reveal.ifUnderstandableButWrong (inline) ; payload.reveal.ifMissingTargetPiece (inline) || also: L2/s00-goal-etre, L2/s00-meet-je-suis-ici, L2/s02-meet-bonjour-je-suis-ici, L2/s03-fill-je-suis-blank, L2/s04-weave-je-suis-ici, L2/s05-weave-call-and-respond, L2/s07-sayit-arrive-locate, L2/s08-recap-first-engine, L3/s06-weave-je-ne-suis-pas-ici, L3/s07-weave-ce-n-est-pas-ici, L3/s09-sayit-not-here, L4/s00-goal-jai, L6/s00-goal-petit-moment, L6/s03-weave-bonjour-je-suis-ici, L6/s07-sayit-step-in, L6/s10-recap-a-small-moment, L8/s00-goal-ou, L8/s03-fill-c-est-blank, L8/s08-meet-c-est-ici, L8/s09-fill-which-side, L8/s05-weave-answer-here, L8/s10-reveal-both-sides, L8/s07-recap-ou",,,,,,,,
QA-L03-133,C,L3,s08-weave-non-je-ne-suis-pas-ici,weave,je ne suis pas,I am not,gloss,"Answer first, then say where you are not.","Your meaning lands. The answer comes first, then the sentence: Non, je ne suis pas ici. ⏐ Start with Non, then je ne suis pas ici.","Support piece shown as ""negative frame"" (required)",recognition,read,chunk-je-ne-suis-pas,,,"piece boundary ""je ne suis pas"" ↔ registry ""je ne suis pas""",,(none on item),"fields: payload.suggestedPieces[].text (hint rung 1) ; payload.reveal.ifUnderstandableButWrong (inline) ; payload.reveal.ifMissingTargetPiece (inline) || also: L3/s00-meet-je-ne-suis-pas-ici, L3/s01-insight-ne-pas-sandwich, L3/s02-fill-verb-in-sandwich, L3/s06-weave-je-ne-suis-pas-ici, L3/s09-sayit-not-here, L3/s10-recap-negation",,,,,,,,
QA-L03-134,C,L3,s08-weave-non-je-ne-suis-pas-ici,weave,Non,no,gloss,"Answer first, then say where you are not.",,"Support piece shown as ""no"" (required)",recognition,read,chunk-non,,,"piece boundary ""Non"" ↔ registry ""non""",,(none on item),"also: L3/s04-insight-oui-non, L3/s05-fill-refuse-politely, L3/s09-sayit-not-here, L3/s09-sayit-not-here, L3/s10-recap-negation, L6/s04-fill-decline-offer",,,,,,,,
QA-L03-135,C,L3,s08-weave-non-je-ne-suis-pas-ici,weave,"Non, je ne suis pas ___.","No, I am not here.",instruction,"Answer first, then say where you are not.",,Second hint rung — a shape to fill in,recognition,read,chunk-non chunk-je-ne-suis-pas,,,,,(none on item),unique to this screen,,,,,,,,
QA-L03-136,F,L3,s08-weave-non-je-ne-suis-pas-ici,weave,non,no,gloss,"Answer first, then say where you are not.","Right. Non answers; ne and pas carry the rest. ⏐ Your meaning lands. The answer comes first, then the sentence: Non, je ne suis pas ici. ⏐ Start with Non, then je ne suis pas ici.",French named inside feedback copy,recognition,read,chunk-non,,,,,(none on item),"fields: payload.reveal.ifCorrectButFlat (inline) ; payload.reveal.ifUnderstandableButWrong (inline) ; payload.reveal.ifMissingTargetPiece (inline) || also: L3/s04-insight-oui-non, L3/s05-fill-refuse-politely, L3/s09-sayit-not-here, L3/s09-sayit-not-here, L3/s10-recap-negation, L6/s04-fill-decline-offer",,,,,,,,
QA-L03-137,B,L3,s09-sayit-not-here,say-it-your-way,Je ne suis pas ici.,Say no and state where you are not.,instruction,You are at the wrong place. Someone is expecting you somewhere else. Say that you are not here.,,Alternative natural version shown in the reveal,model-only,read,chunk-non chunk-je-ne-suis-pas chunk-non-merci,,,,,(none on item),"also: L3/s00-meet-je-ne-suis-pas-ici, L3/s01-insight-ne-pas-sandwich, L3/s02-fill-verb-in-sandwich, L3/s06-weave-je-ne-suis-pas-ici, L6/s02-fill-right-place",,,,,,,,
QA-L03-138,B,L3,s09-sayit-not-here,say-it-your-way,"Non, je ne suis pas ici.",Say no and state where you are not.,instruction,You are at the wrong place. Someone is expecting you somewhere else. Say that you are not here.,,Model answer for the open task,model-only,read,chunk-non chunk-je-ne-suis-pas chunk-non-merci,,,,,(none on item),also: L3/s08-weave-non-je-ne-suis-pas-ici,,,,,,,,
QA-L03-139,C,L3,s09-sayit-not-here,say-it-your-way,ici,here,gloss,You are at the wrong place. Someone is expecting you somewhere else. Say that you are not here.,Both work. Non answers the call first; je ne suis pas ici states it plainly.,Support piece for the open task,recognition,read,word-ici,,,"piece boundary ""ici"" ↔ registry ""ici""",,(none on item),"fields: payload.suggestedPieces[].text (opt-in support) ; payload.reveal.explanation (inline) || also: L2/s00-goal-etre, L2/s00-meet-je-suis-ici, L2/s02-meet-bonjour-je-suis-ici, L2/s03-fill-je-suis-blank, L2/s04-weave-je-suis-ici, L2/s05-weave-call-and-respond, L2/s07-sayit-arrive-locate, L2/s08-recap-first-engine, L3/s06-weave-je-ne-suis-pas-ici, L3/s07-weave-ce-n-est-pas-ici, L3/s08-weave-non-je-ne-suis-pas-ici, L4/s00-goal-jai, L6/s00-goal-petit-moment, L6/s03-weave-bonjour-je-suis-ici, L6/s07-sayit-step-in, L6/s10-recap-a-small-moment, L8/s00-goal-ou, L8/s03-fill-c-est-blank, L8/s08-meet-c-est-ici, L8/s09-fill-which-side, L8/s05-weave-answer-here, L8/s10-reveal-both-sides, L8/s07-recap-ou",,,,,,,,
